author,comment,voteCount,replyCount,channel,country
@ernestolynch1926,"This newyorker is a liar. The organized crime syndicate known as Israёl is built on a religion (Judaism) and a socio-political platform (Zionism). Read the original complete versions of the Torah, Shulchan Aruch and Tanya to learn the truth about racism in Judaism. Weren't these the same Orthodox Jews who spat on Christians, and aren't they the same Orthodox Jews who want to destroy the Al-Aqsa Mosque to rebuild their temple? Judaism and Zionism are two sides of the same coin.",0,0,TRT Word,Turkey
@FirstNumber1,"1:39 
This young man is very smart
Looks like he did his own research",7,0,TRT Word,Turkey
@acrisan4739,"Just google: ""Intelligence brief from 1948 hidden for decades""
...and you will find an inteligence Israel report dated 30 June 1948 which describes in 29 pages all the IDF war crimes during the 'Independence War' as it is called in Israel and  'Nakba' as the arabs call it. Just read it and you'll be able to post pertinent comments on the issue: ""who started all the sh..."" There is a copy of the original document in hebrew as well. (for deniers)
The document was recently found in Israel Archives by the Akevot Institute from Israel.
Only 3% of the Israels' archives are open for public access.",1,0,TRT Word,Turkey
@romanroman9315,ISRAEL VS CHILDREN,5,0,TRT Word,Turkey
@quellepls2568,"Ok but lets be real, why fight a losing war? You can condem it at the end when israel won",1,1,TRT Word,Turkey
@user-wb4ky5hl3s,God bless you sir.❤❤❤,9,0,TRT Word,Turkey
@hanimazen5717,Thank you,2,0,TRT Word,Turkey
@whiteimposter9304,"If those jews protested peacefully in the occupied land (Israel) they will be badly beaten get arrested or even banned from Israel, and this happens for a lot of rabbi when they criticize the government",1,0,TRT Word,Turkey
@paulpeter-po5rd,"Tell us about the Belfour Declaration? tell us about the last 75+ years of zionist jews ethnically cleansing the Palestinians from their lands?  Tell us about the ethnic cleansing of Palestinians before hamas was created?
Are you serious? God expelled the jews from Palestine because of their evil and wickedness and were told in their Torah not to return, and yet, here we see the jews disobeying God yet again and returning to Palestine and resuming their evil and wickedness.  The evil occupiers are from the synagogue of satan,  and most of them are atheist.  God will destroy them not bless them.  Even the Real Jews despise them just like the rest of the world, the Real Jews refuse to go to Palestine and protest along side Palestinian supporters.
You are irrelivant a no-body so we don't care what you think.",0,0,TRT Word,Turkey
@ernestolynch1926,"With all due respect, I think you may be wrong about Germany. Germany is back in its entirety to what it was before the 1930s: the same people own the country, the same people dictate to the German nation what it can and cannot do. Who are these people? Guess for yourself - sapienti sat...",0,0,TRT Word,Turkey
@paulpeter-po5rd, @raulnicolaueffgen5655  you mean pharaoh satanyahoo.,0,0,TRT Word,Turkey
@raulnicolaueffgen5655,Netanyahoo is a shame  !!!,2,0,TRT Word,Turkey
@paulpeter-po5rd,"In The Name Of ALLAH the Most Merciful.
Boycott is what we can all do, first make dua then boycott everything israil own's and everyone that supports them, including all, company's, products, services, food, drinks, clothing and footwear and EVERYTHING PERMANENTLY,  and PERMANENTLY buy umma owned and produced products and services. Tell this to everyone because this is how we will do our job.  Copy and paste this comment if you want   Youtube deletes a lot of my messages so tell everyone
I ask ALLAH to except this from me.  Amin.",0,0,TRT Word,Turkey
@paulpeter-po5rd, @user-uv9tl4jt8w  piss off hasbara troll,0,0,TRT Word,Turkey
@kevindonaghey8483,​ @user-uv9tl4jt8w Israel is just a American military base for them to start wars in Arab nations for resources so Israel is just another terrorist organisation made for the American and WEF,0,0,TRT Word,Turkey
@user-uv9tl4jt8w,Your freedom cannot come at the expense of Israel's survival.,0,0,TRT Word,Turkey
@ernestolynch1926,"The organized crime syndicate known as Israёl is built on a religion (Judaism) and a socio-political platform (Zionism). Read the original complete versions of the Torah, Shulchan Aruch and Tanya to learn the truth about racism in Judaism. Weren't these the same Orthodox Jews who spat on Christians, and aren't they the same Orthodox Jews who want to destroy the Al-Aqsa Mosque to rebuild their temple? Judaism and Zionism are two sides of the same coin.",0,0,TRT Word,Turkey
@paulpeter-po5rd,"In The Name Of ALLAH the Most Merciful.
Boycott is what we can all do, first make dua then boycott everything israil own's and everyone that supports them, including all, company's, products, services, food, drinks, clothing and footwear and EVERYTHING PERMANENTLY,  and PERMANENTLY buy umma owned and produced products and services. Tell this to everyone because this is how we will do our job.  Copy and paste this comment if you want   Youtube deletes a lot of my messages so tell everyone
I ask ALLAH to except this from me.  Amin.",0,0,TRT Word,Turkey
@lindamimi3157,❤❤❤,12,0,TRT Word,Turkey
@KING_OF_KINGS_ANDLORD_OF_LORDS,"Peace be with you ❤️

New Commandments of the Son Of GOD LORD JESUS CHRIST:
You have heard that it was said, ‘Love your neighbor and hate your enemy. ’

But I tell you, love your enemies and pray for those who persecute you.

So that you may be sons of your Father who is in heaven; for he makes his sun rise on the evil and on the good, and sends rain on the righteous and on the unjust.

If you love those who love you, what reward will you have? Do not even tax collectors do the same?

And if you salute only your brethren, what do you do more than others? Do not even the Gentiles do the same

Be ye therefore perfect, even as your Father which is in heaven is perfect."" Matthew 5:43-48.

Those who believe in the LORD JESUS CHRIST, the Spirit of Almighty GOD, and follow His will, will sit with Him on His throne.

Revelation 3:21
To him who overcomes, I will give the right to sit with me on my throne, just as I overcame and sat down with my Father on his throne.""

May the Words of wisdom of GOD the Father of Peace and the Savior Jesus Christ be with you all ❤️",6,5,TRT Word,Turkey
@334honda,Soon it will be snowing so these fools won't be out till next spring.,1,5,TRT Word,Turkey
@the_grand_tourer,"You speak for the victims of the Holocaust, for your grandmother, who I have no doubt will be in full support of you and horrified how the memory her passing has been abused by the Zionists as a tool to excuse the abuses of land theft and genocide on the Palestinians.",1,0,TRT Word,Turkey
@Elixir.dm.,Free Palestine,43,4,TRT Word,Turkey
@user-db1pn3jn2p,❤,6,0,TRT Word,Turkey
@dhiyakhairi5681,This days Israeli's Social Media accounts are flooded mostly by mobs of Indonesian Netizens. The IDF Soldiers are now started begging Indonesians to stop these attacks.,0,0,TRT Word,Turkey
@mohsinnazarudeen9487,"Israel is a vile and disgusting country. They used the lies and Propaganda to push their lies of beheaded babies, mass rape, etc.all without claims were believed by people around the world without fact checking. They have killed 21,000+ of Palestinians yet there are still people who support Israel..",1,0,TRT Word,Turkey
@Discover1948,"We will not submit
We will not kneel
From the river to the sea palestine will be free. ❤ ",60,10,TRT Word,Turkey
