author,comment,voteCount,replyCount,channel,country
@DeHustlendeMoruk,"Die radikalen jüdischen Siedler in der Westbank sind richtige Rassisten, sie terrorisieren die Palästinenser andauernd, sind bewaffnet und stehen noch unter Schutz des israelischen Militärs, welche diesen Terror auch noch stolz mitmacht und unterstützt, zum kotzen so etwas und dann berichtet der Mainstream so, als wären die Palästinenser hier die Terroristen.",1,0,ZDFheuteNachrichten,Germany
@zorant5638,Wenn man Wüste wie viele Palestineser sind Geisel in IZRAELISCHE Gnast Und Ganze Welt Schweigen.Und trotzt ganze Welt weiß Bescheid was für Volk ist IZRAELi trotztem Unterstützten Diese Herzlosen Mönschen. Die sind Richtig Genoziden und Kinder Mörder .Alle Länder wer unterstützen Amerika und NATO Länder irgendwie geht Kaputt und Lässt sich in Stich mit Milionen von Flüchtlingen in ganzen Welt.Und am meisten in Europa.Amerika fängt die Kriege überall und Flugtflnge muß Europäischen Ländern Übernehmen.und Bezahlen.Und Amerika Profitiert davon. Ukraine und IZRAELI Profitieren auch als Flüchtlinge weil Kriegt alles Kostenlos.,0,1,ZDFheuteNachrichten,Germany
@bulentk9571,"Ihr Heuchler , der Erdogan hat gestern wirklich euch die Richtige Wörter an denn Kopf geschmissen. Da wart ihr alle Blöd am gucken. Seit 30 Jahren ermordet Israel Kinder und Frauen da drüber wird nicht berichtet. Aber sehr gute Journalismus. Und das geht über 30 jahre mit denn Israelische Einwohner und Soldaten Nach Lust und Laune Leute Erschießen. Ist das Fair.",0,0,ZDFheuteNachrichten,Germany
@ilovecamels4889,"Dear Israelis. You cannot take everything away from a people, treat them like second class, like animals even, and then think that they will love you and be happy. I do not like to generalize, I know it´s not everyone, but there are still too many who have this misguided ideology of superiority and being the chosen people who deserve this land and do not see things for what they truly are and how this whole conflict started in the first place. For everyone who cannot understand why this happened, switch your life for a month with a person living in Israeli controlled Palestinian territories. Just a month and you might start to see things differently. I totally reject attacks on innocent people like what happened but at the same time you cannot just punish the whole of Gaza and bomb everything as a consequence and think that by doing so you will improve the situation and have peace. You think the people facing this plight now, the bombings by the Israeli military, who see their friends and family killed every day.. you think these same people will start to love you now? And wanna live side by side being your friends? The hate will just grow stronger and resistance such as Hamas will grow exponentially, as nothing else seems to offer a way for justice. Too much of wrong has been done to the Palestinians over so many decades now and this needs to be rectified as a first step if this mess is ever going to be resolved.",5,0,ZDFheuteNachrichten,Germany
@manfredtamer9228,"4:20
Es zerreißt mir das Herz

Ich wünsche mir nur keine Toten Zivilisten. Keine unschuldigen töten Menschen. Weder Muslime noch Juden. Niemand.",0,0,ZDFheuteNachrichten,Germany
@OliverPosch-ws2xp,200 Hamas Tote. IDF Kindermorde ohne internationale Sicherheit den Palästinensern gegenüber 10000de. Nur für Deutsche Waffen und Gehorsam den interessen der Amis. Todo para los moneros.,0,0,ZDFheuteNachrichten,Germany
@hassanabdallah4061,"1400 tote in israel unschuldige ist schrecklich aber ich habe nicht einmal etwas negatives gehört das Israel über 11000 menschen getötet hat und darunter 4500 kinder?
Liebes ZdF Team , es reicht nicht nur zu zeigen wie die Palästinenser leben sondern was die Idf getan hat sollte nicht auseracht gelassen werden",1,0,ZDFheuteNachrichten,Germany
@user-jp6er8fw7p,Israel die haben Palästina immer getötet seit 17 Jahren die palastina sind auch Menschen die wollen normal lieben wie alle Menschen  darum ist 07.10. So was passiert  Free free palastin ,0,0,ZDFheuteNachrichten,Germany
@nickknatterton3977,"Wie in jedem Video soll auch hier Gott alles richten. Ebenso in den Kommentaren. Der Mensch mordet, nicht Gott. Der Mensch muss zum Frieden fähig sein. Vor allem wird immer Gott an der Stelle genannt, wo gerade getötet wird. Seltsam",0,0,ZDFheuteNachrichten,Germany
@bogdanmalinov88,"Eure Media ist EINSEITIG. Schade die 200€ , die ich für eure Lüge zahlen muss",0,0,ZDFheuteNachrichten,Germany
@steffenfreiburg5264,Alles lügen zur Hölle mit Israhell und der deutschen Lügenmedien.,0,0,ZDFheuteNachrichten,Germany
@o.b.6658,"Eine Dame in der Reportage sagte, dass die Palestinenser aus Gaza im Kibutz gearbeitet haben und als Freunde behandelt wurden... Ich wünschte mir, dass meine Freunde nie in einem Reservat leben müssten und aus dem nur dann rauskämen, wenn sie für mich arbeiten dürften...",2,0,ZDFheuteNachrichten,Germany
@o.b.6658,"Ich will nicht wissen, wie die Siedler auf den besetzten Gebieten in ihrer Community indoktriniert werden und mit welcher Verständlichkeit sie den Anspruch auf das geraubte Land erheben... Dagegen ist die Causa Krim ein Kindergarten...",1,0,ZDFheuteNachrichten,Germany
@umutxbox,Super Film . Beide Seite tun mir echt leid . Wie kann man nur unter Dauer Angst :( ich hoffe ganz bald Frieden wieder zurückkehrt und dieser Menschen ganz normal leben wie es dazu gehört,14,0,ZDFheuteNachrichten,Germany
@kathIDEAS,"Jounalisten der Verquerung durch Propaganda ..... free Palästina, dieser falsche Staat Israel ist verdammt, durch seine Verlogenheit erbaut. und Geschichts vergessen. schande wir sind Zeitzeugen des Grauens. Tyranisiert von jenen, welche Religion benutzen und von der Wurzel fliehen wollen. Genocide seit 1948
der Schöpfer sieht den Hochmut und der tiefe fall folgt sich selbst. amen",1,0,ZDFheuteNachrichten,Germany
@kathIDEAS,indoktrinierte Faschisten - israel ...... kein Jude/Mensch würde das tun. nur Gottlose Zionisten: Geschichtsverdreher und Mörder,0,0,ZDFheuteNachrichten,Germany
@kathIDEAS,Israel macht die Welt zum verlogenen Gefängnis. ....,0,0,ZDFheuteNachrichten,Germany
@norbertbauer425,"Oh die armen Israeli, kein Wort vom Landraub und den Anschllàgen in Gaza.",0,0,ZDFheuteNachrichten,Germany
