author,comment,voteCount,replyCount,channel,country
@neusaromao9622,"A gente sabia que isso aconteceria, agora vão por a culpa em terceiros ! 
Foi Israel que atacou não tomando cuidado pra não atingir local aonde estava os reféns!",0,0,CNN Brasil,Brasil
@vannarocha7663,Israel matando tudo e todos em GAZA . Os 3 refens não estavam armados e nem lutando.  Genocidio de todos em GAZA . ,1,0,CNN Brasil,Brasil
@jbrzmusic,imagina quantos civis palestinos não morreram da mesma forma,0,0,CNN Brasil,Brasil
@taianasouza8793,"MAS ESSES ISRAELENSES SAO BURROS   KKKKKKKKKKK.   ELES   MESMOS  SE MATAM KKKKKKK, PRECISA DE HAMAS NÃO   KKKKKKKKKKK. OS PROPRIOS ISRAELENSES SE MATAM   KKKKKKK. FORÇA  ISRAEL, CONTINUA  ASSIM, QUE VAI   LONGE E BEM  MAL KKKKKKKKKKK",0,0,CNN Brasil,Brasil
@ionealvesferreira1390,"Hamas soltou os reféns intencionalmente, deveriam estar com roupas próprias dos militantes do Hamas, por isso a confusão. Afinal de contas o exército de Israel está em território inimigo "" Hamas"", a tensão aumenta ainda mais.",0,0,CNN Brasil,Brasil
@fabiano600,A culpa é do Hamas que sequestrou !  os soldados de israel estão com os nervos a flor da pele. Já teve uma emboscada da qual morreram 10 soldados israelenses,0,0,CNN Brasil,Brasil
@celiamartin8588,"Equação simples, Guerra = matar ou morrer, atacar ou se defender.",0,0,CNN Brasil,Brasil
@celiamartin8588,Em toda Guerra há previsão de baixa de ambos os lados.,0,1,CNN Brasil,Brasil
@celiamartin8588,"Se o exército de Israel tivesse bola de cristal, o desfecho seria diferente.",2,4,CNN Brasil,Brasil
@gaucho69gaucho71,"Sim, agora falem dos 200 palestinos que são mortos por dia por Israel. Mas não falem apenas como números, pois são pessoas, têm medo, fome, frio, sentem dor, como qualquer israelense.",2,1,CNN Brasil,Brasil
@pitcherhead-natalino37,1:37 crueldade,0,0,CNN Brasil,Brasil
@Michele652,"Com todo respeito às famílias que perderam seus entes queridos, mas guerra é guerra, e não tem como um soldado ir até uma pessoa e pergunta se ela é refem ou terrorista, a tensão é grande de ambas as partes, todos zelam por suas vidas, seja soldado israelense ou seja terrorista, infelizmente este é o desfecho de uma guerra: PESSOAS INOCENTES PAGAM COM SUAS VIDAS ",5,7,CNN Brasil,Brasil
@BharraBR,"minha opinião em uma guerra existe outra guerra de narrativa, a midia tambem mente e divulga fake news, o hamas mata e fala que foi Israel, o hamas rouba os elimentos mas amidia passa pano. resumindo gostaria que esses jornalista fossem entrevista o hamas la em gaza, só pra ver o que acontece.",0,0,CNN Brasil,Brasil
@quandovcestivernoyoutube,"A agência europeia AFP deixa claro isso tmb. O problema são as pessoas banalizarem essa maldade, esses soldados israelenses são treinados em calcular em fração de segundo se o alvo oferece ou não letalidade. Sem arma e com bandeira branca, não há engano nisso. @Michele652 ",0,0,CNN Brasil,Brasil
@jessicaferreira2597," @quandovcestivernoyoutube  vi uma entrevista de 2 sobreviventes e foi relatado no dia 7 de setembro, os terrorista falaram em hebraico muitos foram mortos por acharem que eram judeus, ela só sobreviveram pq conseguiu contato com a família e tinha um amigo da família que era segurando e passou todas as instruções para ela e uma foi … não se mova independente de quem seja pq estou indo te buscar. 
Infelizmente não julgo guerra não dá pra saber quem é quem e fora que esses terrorista não dá pra confiar vai que eles tinham bombas no corpo.",0,0,CNN Brasil,Brasil
@Ninha-vb1qm,Cala a boca,0,0,CNN Brasil,Brasil
@user-yy8nw9ej2j,"​ @Z06660 exatamente, não respeitaram essa lei da guerra",2,0,CNN Brasil,Brasil
@Z06660,"Bandeira branca é sinal de rendição, não importa quem seja, isso é crime de guerra.",9,0,CNN Brasil,Brasil
@Michele652," @quandovcestivernoyoutube  teve diálogo então, ‍♂️",1,0,CNN Brasil,Brasil
